Unnamed: 0,Owner,Team,League,Recipient,Amount,Election Year,Party,Performance,Degree
2560,Steve Tisch,NEW YORK GIANTS,NFL,BOOKER SENATE VICTORY,"$10,000 ",2018,Democrat,0.313,
2561,Steve Tisch,NEW YORK GIANTS,NFL,CORY BOOKER FOR SENATE,"$5,600 ",2020,Democrat,0.375,
2562,Steve Tisch,NEW YORK GIANTS,NFL,FRIENDS OF SCHUMER,"$5,400 ",2016,Democrat,0.688,
2563,Steve Tisch,NEW YORK GIANTS,NFL,HILLARY FOR AMERICA,"$5,400 ",2016,Democrat,0.688,
2564,Steve Tisch,NEW YORK GIANTS,NFL,CORY BOOKER FOR SENATE,"$5,400 ",2018,Democrat,0.313,
2565,Steve Tisch,NEW YORK GIANTS,NFL,Gridiron-PAC,"$5,000 ",2018,Bipartisan,0.313,
2566,Steve Tisch,NEW YORK GIANTS,NFL,Gridiron-PAC,"$5,000 ",2020,Bipartisan,0.375,
2567,Steve Tisch,NEW YORK GIANTS,NFL,PURPOSE PAC,"$4,600 ",2018,Democrat,0.313,
2568,Steve Tisch,NEW YORK GIANTS,NFL,CORY 2020,"$2,800 ",2020,Democrat,0.375,
2569,Steve Tisch,NEW YORK GIANTS,NFL,JEFFRIES FOR CONGRESS,"$2,800 ",2020,Democrat,0.375,
2570,Steve Tisch,NEW YORK GIANTS,NFL,WIN THE ERA PAC,"$2,800 ",2020,Democrat,0.375,
2571,Steve Tisch,NEW YORK GIANTS,NFL,WRIGHT 2016,"$2,700 ",2016,Democrat,0.688,
2572,Steve Tisch,NEW YORK GIANTS,NFL,FEINSTEIN FOR SENATE 2024,"$2,700 ",2018,Democrat,0.313,
2573,Steve Tisch,NEW YORK GIANTS,NFL,ACTBLUE,$560 ,2020,Democrat,0.375,
2574,Stuart Sternberg,TAMPA BAY RAYS,MLB,Office of the Commissioner of Major League Baseball PAC,"$10,000 ",2018,Bipartisan,0.556,
2575,Stuart Sternberg,TAMPA BAY RAYS,MLB,Charlie Crist for Congress,"$5,600 ",2020,Democrat,0.667,
2576,Stuart Sternberg,TAMPA BAY RAYS,MLB,Friends of Patrick Murphy,"$5,400 ",2016,Democrat,0.42,
2577,Stuart Sternberg,TAMPA BAY RAYS,MLB,Charlie Crist for Congress,"$5,400 ",2018,Democrat,0.556,
2578,Stuart Sternberg,TAMPA BAY RAYS,MLB,Office of the Commissioner of Major League Baseball PAC,"$5,000 ",2016,Bipartisan,0.42,
2579,Stuart Sternberg,TAMPA BAY RAYS,MLB,Office of the Commissioner of Major League Baseball PAC,"$5,000 ",2020,Bipartisan,0.667,
2580,Stuart Sternberg,TAMPA BAY RAYS,MLB,Chris Christie for President Inc.,"$2,700 ",2016,Republican,0.42,
2581,Stuart Sternberg,TAMPA BAY RAYS,MLB,Charlie Crist for Congress,"$2,700 ",2016,Democrat,0.42,
2582,Stuart Sternberg,TAMPA BAY RAYS,MLB,Castor for Congress,"$2,500 ",2018,Democrat,0.556,
2583,Stuart Sternberg,TAMPA BAY RAYS,MLB,Hillary Victory Fund,"$1,800 ",2016,Democrat,0.42,
2584,Stuart Sternberg,TAMPA BAY RAYS,MLB,ACTBLUE,$36 ,2016,Democrat,0.42,
2585,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",Hillary Victory Fund,"$108,413 ",2016,Democrat,0.616,
2586,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",VIRGINIA TOGETHER,"$10,400 ",2018,Democrat,0.5820000000000001,
2587,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",FRIENDS OF JOHN SARBANES,"$5,400 ",2016,Democrat,0.616,
2588,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",KATHLEEN MATTHEWS FOR CONGRESS,"$5,400 ",2016,Democrat,0.616,
2589,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",MAGGIE FOR NH,"$5,400 ",2016,Democrat,0.616,
2590,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",Warner Victory Fund,"$5,400 ",2020,Democrat,0.4995,
2591,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",CONNOLLY FOR CONGRESS,"$5,000 ",2018,Democrat,0.5820000000000001,
2592,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",LUANN BENNETT FOR CONGRESS,"$2,700 ",2016,Democrat,0.616,
2593,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",VAN HOLLEN FOR SENATE,"$2,700 ",2016,Democrat,0.616,
2594,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA","DAVID TRONE FOR CONGRESS, INC","$2,700 ",2018,Democrat,0.5820000000000001,
2595,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",DAS FOR CONGRESS,"$2,600 ",2018,Democrat,0.5820000000000001,
2596,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",ALEX T FOR CONGRESS,"$2,400 ",2018,Democrat,0.5820000000000001,
2597,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",THE NIKI TSONGAS COMMITTEE,"$2,000 ",2016,Democrat,0.616,
2598,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",FRIENDS OF JOHN SARBANES,"$2,000 ",2018,Democrat,0.5820000000000001,
2599,Ted Leonsis,WASHINGTON WIZARDS WASHINGTON CAPITALS WASHINGTON MYSTICS,"NBA, NHL, WNBA",FRIENDS OF JOHN DELANEY,"$1,000 ",2016,Democrat,0.616,
2600,Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",Toomey Victory Committee,"$29,600 ",2016,Republican,0.4659999999999999,
2601,Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",TOOMEY PENNSYLVANIA VICTORY FUND,"$15,400 ",2016,Republican,0.4659999999999999,
2602,Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",JACOBS FOR CONGRESS,"$5,600 ",2020,Republican,0.653,
2603,Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",HOUSLEY FOR SENATE COMMITTEE,"$5,400 ",2018,Republican,0.3765,
2604,Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,"$5,000 ",2016,Republican,0.4659999999999999,
2605,Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",NATIONAL STRIPPER WELL ASSOCIATION PAC (NSWA PAC),"$5,000 ",2016,Bipartisan,0.4659999999999999,
2606,Terry Pegula,BUFFALO SABRES BUFFALO BILLS,"NHL, NFL",IPAA WILDCATTERS FUND,"$5,000 ",2018,Republican,0.3765,
2607,Thomas L. Williams,CINCINNATI REDS,MLB,WINRED,"$11,200 ",2020,Republican,0.517,
2608,Thomas L. Williams,CINCINNATI REDS,MLB,SENATE MAJORITY FIREWALL 2020,"$8,400 ",2020,Republican,0.517,
2609,Thomas L. Williams,CINCINNATI REDS,MLB,COLLINS FOR SENATOR,"$5,600 ",2020,Republican,0.517,
2610,Thomas L. Williams,CINCINNATI REDS,MLB,PORTMAN FOR SENATE COMMITTEE,"$5,600 ",2020,Republican,0.517,
2611,Thomas L. Williams,CINCINNATI REDS,MLB,STEVE CHABOT FOR CONGRESS,"$5,600 ",2020,Republican,0.517,
2612,Thomas L. Williams,CINCINNATI REDS,MLB,PORTMAN FOR SENATE COMMITTEE,"$5,400 ",2016,Republican,0.42,
2613,Thomas L. Williams,CINCINNATI REDS,MLB,PORTMAN-OHIO VICTORY COMMITTEE,"$5,400 ",2016,Republican,0.42,
2614,Thomas L. Williams,CINCINNATI REDS,MLB,WENSTRUP FOR CONGRESS,"$5,400 ",2016,Republican,0.42,
2615,Thomas L. Williams,CINCINNATI REDS,MLB,MCCONNELL FOR MAJORITY LEADER COMMITTEE,"$5,400 ",2018,Republican,0.414,
2616,Thomas L. Williams,CINCINNATI REDS,MLB,OHIO GRASSROOTS VICTORY FUND,"$5,400 ",2018,Democrat,0.414,
2617,Thomas L. Williams,CINCINNATI REDS,MLB,TEAM JOSH,"$5,000 ",2016,Republican,0.42,
2618,Thomas L. Williams,CINCINNATI REDS,MLB,CITIZENS FOR JOSH MANDEL INC,"$5,000 ",2018,Republican,0.414,
2619,Thomas L. Williams,CINCINNATI REDS,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,"$5,000 ",2018,Republican,0.414,
2620,Thomas L. Williams,CINCINNATI REDS,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,"$5,000 ",2020,Republican,0.517,
2621,Thomas L. Williams,CINCINNATI REDS,MLB,WENSTRUP FOR CONGRESS,"$4,200 ",2020,Republican,0.517,
2622,Thomas L. Williams,CINCINNATI REDS,MLB,STEVE CHABOT FOR CONGRESS,"$3,000 ",2016,Republican,0.42,
2623,Thomas L. Williams,CINCINNATI REDS,MLB,JIM RENACCI FOR CONGRESS,"$2,000 ",2016,Republican,0.42,
2624,Thomas L. Williams,CINCINNATI REDS,MLB,BRAD WENSTRUP VICTORY FUND,"$1,500 ",2018,Republican,0.414,
2625,Thomas L. Williams,CINCINNATI REDS,MLB,STEVE CHABOT FOR CONGRESS,"$1,500 ",2018,Republican,0.414,
2626,Thomas L. Williams,CINCINNATI REDS,MLB,BRAD WENSTRUP VICTORY FUND,"$1,500 ",2020,Republican,0.517,
2627,Thomas L. Williams,CINCINNATI REDS,MLB,FRIENDS OF DAVE JOYCE,"$1,000 ",2016,Republican,0.42,
2628,Thomas L. Williams,CINCINNATI REDS,MLB,REPUBLICAN PARTY OF KENTUCKY,"$1,000 ",2016,Republican,0.42,
2629,Thomas L. Williams,CINCINNATI REDS,MLB,RENACCI FOR OHIO VICTORY FUND,$500 ,2018,Republican,0.414,
2630,Thomas L. Williams,CINCINNATI REDS,MLB,WESTERN AND SOUTHERN LIFE INSURANCE CO POLITICAL ACTION COMMITTEE (WESTERN-SOUTHERN PAC),$500 ,2020,"Bipartisan, but mostly Republican",0.517,
2631,Thomas L. Williams,CINCINNATI REDS,MLB,TEAM JOSH,$400 ,2018,Republican,0.414,
2632,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,SCALISE LEADERSHIP FUND,"$110,000 ",2018,Republican,0.793,
2633,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,SCALISE LEADERSHIP FUND,"$100,000 ",2020,Republican,0.611,
2634,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,TRUMP VICTORY,"$70,000 ",2020,Republican,0.611,
2635,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,CORNYN MAJORITY COMMITTEE,"$40,700 ",2020,Republican,0.611,
2636,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,CORNYN MAJORITY COMMITTEE,"$38,900 ",2018,Republican,0.793,
2637,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,TRUMP VICTORY,"$35,000 ",2018,Republican,0.793,
2638,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,KEEP THE SENATE RED 2018,"$25,000 ",2018,Republican,0.793,
2639,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,ARIZONA DEMOCRATIC PARTY,"$10,000 ",2020,Democrat,0.611,
2640,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,PIERCE BUSH FOR CONGRESS,"$5,600 ",2020,Republican,0.611,
2641,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,"DONALD J. TRUMP FOR PRESIDENT, INC.","$5,400 ",2018,Republican,0.793,
2642,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,TED CRUZ FOR SENATE,"$5,400 ",2018,Republican,0.793,
2643,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,MARK KELLY FOR SENATE,"$5,400 ",2020,Democrat,0.611,
2644,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,HUNT FOR CONGRESS,"$2,800 ",2020,Republican,0.611,
2645,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,KEVIN ROBERTS FOR CONGRESS,"$2,700 ",2018,Republican,0.793,
2646,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,MIKE BRAUN FOR INDIANA,"$2,700 ",2018,Republican,0.793,
2647,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,ADAM SMITH FOR CONGRESS COMMITTEE,"$2,700 ",2018,Democrat,0.793,
2648,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,SHEILA JACKSON LEE FOR CONGRESS,"$1,000 ",2018,Democrat,0.793,
2649,Tilman J. Fertitta,HOUSTON ROCKETS,NBA,CHARLIE CRIST FOR CONGRESS,$500 ,2018,Democrat,0.793,
2650,Todd Boehly,LOS ANGELES DODGERS,MLB,NRCC,"$33,900 ",2018,Republican,0.564,
2651,Todd Boehly,LOS ANGELES DODGERS,MLB,DCCC,"$33,900 ",2018,Democrat,0.564,
2652,Todd Boehly,LOS ANGELES DODGERS,MLB,Big Sky Values PAC,"$25,000 ",2018,Democrat,0.564,
2653,Todd Boehly,LOS ANGELES DODGERS,MLB,Problem Solver Republicans,"$25,000 ",2020,Republican,0.717,
2654,Todd Boehly,LOS ANGELES DODGERS,MLB,Problem Solver Democrats,"$25,000 ",2020,Democrat,0.717,
2655,Todd Boehly,LOS ANGELES DODGERS,MLB,Service First Women's Victory Fund,"$19,600 ",2020,Democrat,0.717,
2656,Todd Boehly,LOS ANGELES DODGERS,MLB,Mike Gallagher for Wisconsin,"$5,600 ",2020,Republican,0.717,
2657,Todd Boehly,LOS ANGELES DODGERS,MLB,Bullock for President,"$5,600 ",2020,Democrat,0.717,
2658,Todd Boehly,LOS ANGELES DODGERS,MLB,"Jeb 2016, Inc","$5,400 ",2016,Republican,0.562,
2659,Todd Boehly,LOS ANGELES DODGERS,MLB,Wyden for Senate,"$5,400 ",2016,Democrat,0.562,
2660,Todd Boehly,LOS ANGELES DODGERS,MLB,More Conservatives PAC (MCPAC),"$5,000 ",2016,Republican,0.562,
2661,Todd Boehly,LOS ANGELES DODGERS,MLB,Innovation Political Action Committee,"$2,800 ",2020,Republican,0.717,
2662,Todd Boehly,LOS ANGELES DODGERS,MLB,Max Rose for Congress,"$2,800 ",2020,Democrat,0.717,
2663,Todd Boehly,LOS ANGELES DODGERS,MLB,Bennet for Colorado,"$2,700 ",2016,Democrat,0.562,
2664,Todd Boehly,LOS ANGELES DODGERS,MLB,Catherine Cortez Masto for Senate,"$2,700 ",2016,Democrat,0.562,
2665,Todd Boehly,LOS ANGELES DODGERS,MLB,Evan Bayh Committee,"$2,700 ",2016,Democrat,0.562,
2666,Todd Boehly,LOS ANGELES DODGERS,MLB,Katie McGinty for Senate,"$2,700 ",2016,Democrat,0.562,
2667,Todd Boehly,LOS ANGELES DODGERS,MLB,Tammy for Illinois,"$2,700 ",2016,Democrat,0.562,
2668,Todd Boehly,LOS ANGELES DODGERS,MLB,George Holding for Congress Inc.,"$2,700 ",2018,Republican,0.564,
2669,Todd Boehly,LOS ANGELES DODGERS,MLB,Kevin McCarthy for Congress,"$2,700 ",2018,Republican,0.564,
2670,Todd Boehly,LOS ANGELES DODGERS,MLB,Kinzinger for Congress,"$2,700 ",2018,Republican,0.564,
2671,Todd Boehly,LOS ANGELES DODGERS,MLB,McHenry for Congress,"$2,700 ",2018,Republican,0.564,
2672,Todd Boehly,LOS ANGELES DODGERS,MLB,Mike Gallagher for Wisconsin,"$2,700 ",2018,Republican,0.564,
2673,Todd Boehly,LOS ANGELES DODGERS,MLB,Crowley for Congress,"$2,700 ",2018,Democrat,0.564,
2674,Todd Boehly,LOS ANGELES DODGERS,MLB,Joe Kennedy for Congress,"$2,700 ",2018,Democrat,0.564,
2675,Todd Boehly,LOS ANGELES DODGERS,MLB,Rosen for Nevada,"$2,700 ",2018,Democrat,0.564,
2676,Todd Boehly,LOS ANGELES DODGERS,MLB,Serve America PAC,"$2,700 ",2018,Democrat,0.564,
2677,Todd Boehly,LOS ANGELES DODGERS,MLB,Sinema for Arizona,"$2,700 ",2018,Democrat,0.564,
